"GEO_ID","id"
"S1702_C06_029E","Estimate!!Percent below poverty level!!Female householder, no spouse present!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 own children of the householder"
"S1702_C06_029M","Margin of Error!!Percent below poverty level!!Female householder, no spouse present!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 own children of the householder"
"S1702_C06_030E","Estimate!!Percent below poverty level!!Female householder, no spouse present!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 own children of the householder"
"S1702_C06_030M","Margin of Error!!Percent below poverty level!!Female householder, no spouse present!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 own children of the householder"
"S1702_C06_031E","Estimate!!Percent below poverty level!!Female householder, no spouse present!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more own children of the householder"
"S1702_C06_031M","Margin of Error!!Percent below poverty level!!Female householder, no spouse present!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more own children of the householder"
"S1702_C06_032E","Estimate!!Percent below poverty level!!Female householder, no spouse present!!Families!!NUMBER OF PEOPLE IN FAMILY!!2 people"
"S1702_C06_032M","Margin of Error!!Percent below poverty level!!Female householder, no spouse present!!Families!!NUMBER OF PEOPLE IN FAMILY!!2 people"
"S1702_C06_033E","Estimate!!Percent below poverty level!!Female householder, no spouse present!!Families!!NUMBER OF PEOPLE IN FAMILY!!3 or 4 people"
"S1702_C06_033M","Margin of Error!!Percent below poverty level!!Female householder, no spouse present!!Families!!NUMBER OF PEOPLE IN FAMILY!!3 or 4 people"
"S1702_C06_034E","Estimate!!Percent below poverty level!!Female householder, no spouse present!!Families!!NUMBER OF PEOPLE IN FAMILY!!5 or 6 people"
"S1702_C06_034M","Margin of Error!!Percent below poverty level!!Female householder, no spouse present!!Families!!NUMBER OF PEOPLE IN FAMILY!!5 or 6 people"
"S1702_C06_035E","Estimate!!Percent below poverty level!!Female householder, no spouse present!!Families!!NUMBER OF PEOPLE IN FAMILY!!7 or more people"
"S1702_C06_035M","Margin of Error!!Percent below poverty level!!Female householder, no spouse present!!Families!!NUMBER OF PEOPLE IN FAMILY!!7 or more people"
"S1702_C06_036E","Estimate!!Percent below poverty level!!Female householder, no spouse present!!Families!!NUMBER OF WORKERS IN FAMILY!!No workers"
"S1702_C06_036M","Margin of Error!!Percent below poverty level!!Female householder, no spouse present!!Families!!NUMBER OF WORKERS IN FAMILY!!No workers"
"S1702_C06_037E","Estimate!!Percent below poverty level!!Female householder, no spouse present!!Families!!NUMBER OF WORKERS IN FAMILY!!1 worker"
"S1702_C06_037M","Margin of Error!!Percent below poverty level!!Female householder, no spouse present!!Families!!NUMBER OF WORKERS IN FAMILY!!1 worker"
"S1702_C06_038E","Estimate!!Percent below poverty level!!Female householder, no spouse present!!Families!!NUMBER OF WORKERS IN FAMILY!!2 workers"
"S1702_C06_038M","Margin of Error!!Percent below poverty level!!Female householder, no spouse present!!Families!!NUMBER OF WORKERS IN FAMILY!!2 workers"
"S1702_C06_039E","Estimate!!Percent below poverty level!!Female householder, no spouse present!!Families!!NUMBER OF WORKERS IN FAMILY!!3 or more workers"
"S1702_C06_039M","Margin of Error!!Percent below poverty level!!Female householder, no spouse present!!Families!!NUMBER OF WORKERS IN FAMILY!!3 or more workers"
"S1702_C06_040E","Estimate!!Percent below poverty level!!Female householder, no spouse present!!Families!!INCOME DEFICIT!!Mean income deficit for families (dollars)"
"S1702_C06_040M","Margin of Error!!Percent below poverty level!!Female householder, no spouse present!!Families!!INCOME DEFICIT!!Mean income deficit for families (dollars)"
"S1702_C06_041E","Estimate!!Percent below poverty level!!Female householder, no spouse present!!Families!!TENURE!!Owner occupied"
"S1702_C06_041M","Margin of Error!!Percent below poverty level!!Female householder, no spouse present!!Families!!TENURE!!Owner occupied"
"S1702_C06_042E","Estimate!!Percent below poverty level!!Female householder, no spouse present!!Families!!TENURE!!Renter Occupied"
"S1702_C06_042M","Margin of Error!!Percent below poverty level!!Female householder, no spouse present!!Families!!TENURE!!Renter Occupied"
"S1702_C06_043E","Estimate!!Percent below poverty level!!Female householder, no spouse present!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!50 percent of poverty level"
"S1702_C06_043M","Margin of Error!!Percent below poverty level!!Female householder, no spouse present!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!50 percent of poverty level"
"S1702_C06_044E","Estimate!!Percent below poverty level!!Female householder, no spouse present!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!125 percent of poverty level"
"S1702_C06_044M","Margin of Error!!Percent below poverty level!!Female householder, no spouse present!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!125 percent of poverty level"
"S1702_C06_045E","Estimate!!Percent below poverty level!!Female householder, no spouse present!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!150 percent of poverty level"
"S1702_C06_045M","Margin of Error!!Percent below poverty level!!Female householder, no spouse present!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!150 percent of poverty level"
"S1702_C06_046E","Estimate!!Percent below poverty level!!Female householder, no spouse present!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!185 percent of poverty level"
"S1702_C06_046M","Margin of Error!!Percent below poverty level!!Female householder, no spouse present!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!185 percent of poverty level"
"S1702_C06_047E","Estimate!!Percent below poverty level!!Female householder, no spouse present!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!200 percent of poverty level"
"S1702_C06_047M","Margin of Error!!Percent below poverty level!!Female householder, no spouse present!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!200 percent of poverty level"
"S1702_C06_048E","Estimate!!Percent below poverty level!!Female householder, no spouse present!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!300 percent of poverty level"
"S1702_C06_048M","Margin of Error!!Percent below poverty level!!Female householder, no spouse present!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!300 percent of poverty level"
"S1702_C06_049E","Estimate!!Percent below poverty level!!Female householder, no spouse present!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!400 percent of poverty level"
"S1702_C06_049M","Margin of Error!!Percent below poverty level!!Female householder, no spouse present!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!400 percent of poverty level"
"S1702_C06_050E","Estimate!!Percent below poverty level!!Female householder, no spouse present!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!500 percent of poverty level"
"S1702_C06_050M","Margin of Error!!Percent below poverty level!!Female householder, no spouse present!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!500 percent of poverty level"
